Final_score	Birds	Bonus_cards	End_of_round_goals	Eggs	Food_on_cards	Tucked_cards	Nectar	Win	Player	Place	Forest	Grass	Water	turn_order	Win_bool	allbirds	N_birds
114	65	16	19	5	0	6	9	1	Athos	1_3	american_redstart,golden_pheasant,common_cuckoo	eastern_kingbird,twite,eastern_kingbird,wild_turkey	prothonotary_warbler,lesser_frigatebird,green_pheasant,brown_pelican,atlantic_puffin	3	TRUE	american_redstart,golden_pheasant,common_cuckoo,eastern_kingbird,twite,eastern_kingbird,wild_turkey,prothonotary_warbler,lesser_frigatebird,green_pheasant,brown_pelican,atlantic_puffin	12
117	50	13	14	14	0	22	4	1	Pent	1_4	violet_cuckoo,galah,european_tailed_dove	cedar_waxwing,franklins_gull,himalayan_monal,sandhill_crane,eastern_imperial_eagle	plumbeous_redstart,common_grackle,wood_stork	1	TRUE	violet_cuckoo,galah,european_tailed_dove,cedar_waxwing,franklins_gull,himalayan_monal,sandhill_crane,eastern_imperial_eagle,plumbeous_redstart,common_grackle,wood_stork	11
98	63	12	9	6	4	1	3	0	Erk	2_4	indian_peafowl,grey_warbler,clarks_nutcracker,oriental_bay_owl,satyr_tragopan	golden_pheasant,lazuli_bunting,scaly_breasted_munia,california_condor	white_faced_ibis,ibisbill,anhinga,stork_billed_kingfisher	2	FALSE	indian_peafowl,grey_warbler,clarks_nutcracker,oriental_bay_owl,satyr_tragopan,golden_pheasant,lazuli_bunting,scaly_breasted_munia,california_condor,white_faced_ibis,ibisbill,anhinga,stork_billed_kingfisher	13
101	52	7	9	17	6	0	10	0	Sain	3_4	white_browed_tit_warbler,korimako,gray_catbird,western_tanager,sri_lanka_blue_magpie	cassins_sparrow,bairds_sparrow,western_meadowlark,scissor_tailed_flycatcher	turkey_vulture,killdeer,golden_eagle	3	FALSE	white_browed_tit_warbler,korimako,gray_catbird,western_tanager,sri_lanka_blue_magpie,cassins_sparrow,bairds_sparrow,western_meadowlark,scissor_tailed_flycatcher,turkey_vulture,killdeer,golden_eagle	12
79	50	8	3	7	8	0	3	0	Athos	4_4	white_breasted_nuthatch,european_honey_buzzard,eurasian_golden_oriole,american_woodcock	eurasian_green_woodpecker,montagus_harrier,fish_crow	northen_gannet,green_pygmy_goose,snowy_egret,belted_kingfisher	4	FALSE	white_breasted_nuthatch,european_honey_buzzard,eurasian_golden_oriole,american_woodcock,eurasian_green_woodpecker,montagus_harrier,fish_crow,northen_gannet,green_pygmy_goose,snowy_egret,belted_kingfisher	11
169	55	46	11	22	25	5	5	1	Sain	1_5	chipping_sparrow,azure_tit,red_eyed_vireo,violet_cuckoo,sri_lanka_blue_magpie	eastern_bluebird,pheasant_coucal,chestnut_collared_longspur	mute_swan,black_throated_diver,atlantic_puffin,wrybill,greater_adjutant	1	TRUE	chipping_sparrow,azure_tit,red_eyed_vireo,violet_cuckoo,sri_lanka_blue_magpie,eastern_bluebird,pheasant_coucal,chestnut_collared_longspur,mute_swan,black_throated_diver,atlantic_puffin,wrybill,greater_adjutant	13
108	47	12	10	2	4	22	11	0	Athos	3_5	rainbow_lorikeet,northern_mockingbird,black_woodpecker,western_tanager,great_hornbill	common_starling	american_coot,spoon_billed_sandpiper,roseate_spoonbill,prothonotary_warbler	2	FALSE	rainbow_lorikeet,northern_mockingbird,black_woodpecker,western_tanager,great_hornbill,common_starling,american_coot,spoon_billed_sandpiper,roseate_spoonbill,prothonotary_warbler	10
130	56	24	19	15	2	14	0	0	Pent	2_5	great_tit,rufous_owl,common_chiffchaff,cerulean_warbler,red_cockaded_woodpecker	white_stork,brown_headed_cowbird,franklins_gull,himalayan_monal,wedge_tailed_eagle	house_finch,american_white_pelican	3	FALSE	great_tit,rufous_owl,common_chiffchaff,cerulean_warbler,red_cockaded_woodpecker,white_stork,brown_headed_cowbird,franklins_gull,himalayan_monal,wedge_tailed_eagle,house_finch,american_white_pelican	12
96	55	8	12	5	7	9	0	0	Lucius	5_5	acorn_woodpecker,coppersmith_barbet,northern_goshawk	american_goldfinch,crested_lark,brown_shrike,red_backed_shrike	plumbeous_redstart,baya_weaver,green_heron,black_chinned_hummingbird,greylag_goose	4	FALSE	acorn_woodpecker,coppersmith_barbet,northern_goshawk,american_goldfinch,crested_lark,brown_shrike,red_backed_shrike,plumbeous_redstart,baya_weaver,green_heron,black_chinned_hummingbird,greylag_goose	12
103	60	14	12	5	1	6	5	0	Nino	4_5	tui,indian_peafowl,bewicks_wren,kea,blue_winged_warbler	european_bee_eater,painted_bunting,american_kestrel,bonellis_eagle,eastern_imperial_eagle	red_breasted_merganser	5	FALSE	tui,indian_peafowl,bewicks_wren,kea,blue_winged_warbler,european_bee_eater,painted_bunting,american_kestrel,bonellis_eagle,eastern_imperial_eagle,red_breasted_merganser	11
112	49	18	18	7	6	6	8	0	Athos	3_3	wood_duck,great_crested_flycatcher,verditer_flycatcher,kakapo	black_billed_magpie,twite,northern_bobwhite,eastern_rosella,great_indian_bustard	canvasback,greylag_goose	1	FALSE	wood_duck,great_crested_flycatcher,verditer_flycatcher,kakapo,black_billed_magpie,twite,northern_bobwhite,eastern_rosella,great_indian_bustard,canvasback,greylag_goose	11
121	52	34	15	1	0	14	5	0	Pent	2_3	brown_falcon,clarks_nutcracker,corsican_nuthatch,cerulean_warbler	galah,brewers_blackbird	eleonoras_falcon,green_pygmy_goose,white_headed_duck,spoon_billed_sandpiper,red_knot	2	FALSE	brown_falcon,clarks_nutcracker,corsican_nuthatch,cerulean_warbler,galah,brewers_blackbird,eleonoras_falcon,green_pygmy_goose,white_headed_duck,spoon_billed_sandpiper,red_knot	11
125	57	27	15	11	0	8	7	1	Sain	1_3	white_browed_tit_warbler,tufted_titmouse,yellowhammer,yellow_rumped_warbler,spotted_owl	lazuli_bunting,grandala,american_woodcock,eastern_imperial_eagle	red_avadavat,black_stork,white_throated_dipper,roseate_spoonbill,atlantic_puffin	3	TRUE	white_browed_tit_warbler,tufted_titmouse,yellowhammer,yellow_rumped_warbler,spotted_owl,lazuli_bunting,grandala,american_woodcock,eastern_imperial_eagle,red_avadavat,black_stork,white_throated_dipper,roseate_spoonbill,atlantic_puffin	14
105	57	16	12	9	0	7	6	0	Sain	2_2	great_crested_flycatcher,downy_woodpecker,tufted_titmouse,chipping_sparrow,great_spotted_woodpecker	desert_wheatear,common_myna,white_wagtail,kea,gray_wagtail	ruddy_shellduck,wood_stork,common_goldeneye,white_faced_heron,bonellis_eagle	1	FALSE	great_crested_flycatcher,downy_woodpecker,tufted_titmouse,chipping_sparrow,great_spotted_woodpecker,desert_wheatear,common_myna,white_wagtail,kea,gray_wagtail,ruddy_shellduck,wood_stork,common_goldeneye,white_faced_heron,bonellis_eagle	15
110	47	5	19	4	7	3	15	1	Athos	1_2	willow_tit,pesquets_parrot,western_tanager	european_bee_eater,black_billed_magpie,zebra_dove,north_island_brown_kiwi,eastern_imperial_eagle	squacco_heron,black_throated_diver,brown_falcon	2	TRUE	willow_tit,pesquets_parrot,western_tanager,european_bee_eater,black_billed_magpie,zebra_dove,north_island_brown_kiwi,eastern_imperial_eagle,squacco_heron,black_throated_diver,brown_falcon	11
133	64	13	16	18	7	6	9	0	Athos	2_4	noisy_miner,northern_cardinal,rainbow_lorikeet,satyr_tragopan,rufous_owl	common_cuckoo,wild_turkey,trumpeter_finch,great_indian_bustard,bobolink	white_throated_dipper,peregrine_falcon,canvasback,golden_eagle	1	FALSE	noisy_miner,northern_cardinal,rainbow_lorikeet,satyr_tragopan,rufous_owl,common_cuckoo,wild_turkey,trumpeter_finch,great_indian_bustard,bobolink,white_throated_dipper,peregrine_falcon,canvasback,golden_eagle	14
119	65	18	11	0	3	15	7	0	Pent	3_4	silvereye,pesquets_parrot,black_woodpecker,baltimore_oriole	red_backed_shrike,gray_wagtail,common_starling,indian_vulture,scissor_tailed_flycatcher	emu,little_ringed_plover,osprey,northen_gannet	2	FALSE	silvereye,pesquets_parrot,black_woodpecker,baltimore_oriole,red_backed_shrike,gray_wagtail,common_starling,indian_vulture,scissor_tailed_flycatcher,emu,little_ringed_plover,osprey,northen_gannet	13
99	66	10	10	6	0	2	5	0	Erk	4_4	common_nightingale,california_quail,violet_cuckoo	snowy_owl,theklas_lark,european_goldfinch,magpie_lark,snow_bunting	indian_peafowl,lesser_frigatebird,king_rail,american_avocet,spoon_billed_sandpiper	3	FALSE	common_nightingale,california_quail,violet_cuckoo,snowy_owl,theklas_lark,european_goldfinch,magpie_lark,snow_bunting,indian_peafowl,lesser_frigatebird,king_rail,american_avocet,spoon_billed_sandpiper	13
137	71	28	18	12	5	3	0	1	Sain	1_4	horsfields_bronze_cuckoo,common_green_magpie,common_goldeneye,european_honey_buzzard,bonellis_eagle	desert_wheatear,eurasian_golden_oriole,greater_prairie_chicken,australian_raven,plains_wanderer	pink_eared_duck,little_grebe,american_oystercatcher,great_cormorant,bald_eagle	4	TRUE	horsfields_bronze_cuckoo,common_green_magpie,common_goldeneye,european_honey_buzzard,bonellis_eagle,desert_wheatear,eurasian_golden_oriole,greater_prairie_chicken,australian_raven,plains_wanderer,pink_eared_duck,little_grebe,american_oystercatcher,great_cormorant,bald_eagle	15
107	69	7	16	3	10	1	1	0	Athos	4_4	eastern_phoebe,california_quail,northern_mockingbird,american_woodcock,yellow_billed_cuckoo	eastern_kingbird,red_vented_bulbul,australian_magpie,fish_crow	canvasback,black_noddy,atlantic_puffin,prothonotary_warbler	1	FALSE	eastern_phoebe,california_quail,northern_mockingbird,american_woodcock,yellow_billed_cuckoo,eastern_kingbird,red_vented_bulbul,australian_magpie,fish_crow,canvasback,black_noddy,atlantic_puffin,prothonotary_warbler	13
146	77	31	19	4	2	7	6	1	Pent	1_4	baltimore_oriole,red_cockaded_woodpecker,wedge_tailed_eagle,himalayan_monal,cerulean_warbler	asian_koel,greater_roadrunner,golden_eagle,north_island_brown_kiwi	black_throated_diver,snow_bunting,red_wattled_lapwing,gray_catbird,king_rail	2	TRUE	baltimore_oriole,red_cockaded_woodpecker,wedge_tailed_eagle,himalayan_monal,cerulean_warbler,asian_koel,greater_roadrunner,golden_eagle,north_island_brown_kiwi,black_throated_diver,snow_bunting,red_wattled_lapwing,gray_catbird,king_rail	14
112	70	19	4	3	0	3	13	0	Erk	3_4	lewins_honeyeater,korimako,great_hornbill,hermit_thrush	greater_prairie_chicken,chihuahuan_raven,spragues_pipit,major_mitchells_cockatoo	white_tailed_dipper,great_egret,bald_eagle,bonellis_eagle	3	FALSE	lewins_honeyeater,korimako,great_hornbill,hermit_thrush,greater_prairie_chicken,chihuahuan_raven,spragues_pipit,major_mitchells_cockatoo,white_tailed_dipper,great_egret,bald_eagle,bonellis_eagle	12
143	47	31	15	27	0	23	0	0	Sain	2_4	black_woodpecker,american_redstart,coppersmith_barbet,common_goldeneye,california_condor	white_wagtail,horsfields_bronze_cuckoo,little_bustard,black_redstart,house_sparrow	ring_billed_gull,ruff,musk_duck,barrows_goldeneye,abbotts_booby	4	FALSE	black_woodpecker,american_redstart,coppersmith_barbet,common_goldeneye,california_condor,white_wagtail,horsfields_bronze_cuckoo,little_bustard,black_redstart,house_sparrow,ring_billed_gull,ruff,musk_duck,barrows_goldeneye,abbotts_booby	15
157	56	50	22	15	6	0	8	1	Sain	1_3	azure_tit,downy_woodpecker,red_capped_robin,fire_fronted_serin,north_island_brown_kiwi	bronzed_cowbird,little_bustard,black_redstart,australian_magpie	black_throated_diver,crested_ibis,white_headed_duck,black_tailed_godwit,red_knot	1	TRUE	azure_tit,downy_woodpecker,red_capped_robin,fire_fronted_serin,north_island_brown_kiwi,bronzed_cowbird,little_bustard,black_redstart,australian_magpie,black_throated_diver,crested_ibis,white_headed_duck,black_tailed_godwit,red_knot	14
111	59	21	10	5	1	7	8	0	Athos	3_3	lewins_honeyeater,noisy_miner,tui,spotted_owl,kakapo	asian_koel,european_goldfinch,bells_vireo,blue_winged_warbler	great_cormorant,lesser_frigatebird	2	FALSE	lewins_honeyeater,noisy_miner,tui,spotted_owl,kakapo,asian_koel,european_goldfinch,bells_vireo,blue_winged_warbler,great_cormorant,lesser_frigatebird	11
122	59	18	16	15	7	3	4	0	Pent	2_3	lesser_whitethroat,eurasian_golden_oriole,philippine_eagle,great_horned_owl,verditer_flycatcher	moltonis_warbler,chihuahuan_raven,greater_prairie_chicken,horsfields_bushlark	smew,black_stork,roseate_spoonbill,greater_flamingo,red_crowned_crane	3	FALSE	lesser_whitethroat,eurasian_golden_oriole,philippine_eagle,great_horned_owl,verditer_flycatcher,moltonis_warbler,chihuahuan_raven,greater_prairie_chicken,horsfields_bushlark,smew,black_stork,roseate_spoonbill,greater_flamingo,red_crowned_crane	14
119	52	17	15	10	0	17	8	1	Pent	1_4	rainbow_lorikeet,brambling,california_quail	california_condor,northern_bobwhite,australian_pipit,bobolink,scissor_tailed_flycatcher	american_avocet,eastern_phoebe,whooping_crane,bluethroat,canada_goose	1	TRUE	rainbow_lorikeet,brambling,california_quail,california_condor,northern_bobwhite,australian_pipit,bobolink,scissor_tailed_flycatcher,american_avocet,eastern_phoebe,whooping_crane,bluethroat,canada_goose	13
95	62	13	5	7	1	2	5	0	Erk	4_4	great_hornbill,yellow_breasted_chat,hermit_thrush	eastern_bluebird,eurasian_hoopoe,european_goldfinch	sarus_crane,wood_stork,spotted_sandpiper,stork_billed_kingfisher	2	FALSE	great_hornbill,yellow_breasted_chat,hermit_thrush,eastern_bluebird,eurasian_hoopoe,european_goldfinch,sarus_crane,wood_stork,spotted_sandpiper,stork_billed_kingfisher	10
114	53	28	11	8	2	7	5	0	Sain	2_4	ruby_crowned_kinglet,tufted_titmouse,stellars_jay,white_browed_tit_warbler,spotted_owl	european_bee_eater,western_meadowlark,painted_bunting	white_stork,american_coot,white_bellied_sea_eagle,little_pied_cormorant,abbotts_booby	3	FALSE	ruby_crowned_kinglet,tufted_titmouse,stellars_jay,white_browed_tit_warbler,spotted_owl,european_bee_eater,western_meadowlark,painted_bunting,white_stork,american_coot,white_bellied_sea_eagle,little_pied_cormorant,abbotts_booby	13
110	65	17	17	3	0	6	2	0	Athos	3_4	eurasian_tree_sparrow,eastern_rosella,american_woodcock	horned_lark,bairds_sparrow,greater_prairie_chicken,kea	black_throated_diver,eurasian_coot,european_turtle_dove,bald_eagle,trumpeter_swan	4	FALSE	eurasian_tree_sparrow,eastern_rosella,american_woodcock,horned_lark,bairds_sparrow,greater_prairie_chicken,kea,black_throated_diver,eurasian_coot,european_turtle_dove,bald_eagle,trumpeter_swan	12
107	62	9	15	13	1	0	7	0	Athos	3_4	blue_gray_gnatcatcher,lewins_honeyeater,rose_breasted_grosbeak	black_redstart,green_pheasant,eurasian_golden_oriole,bluethroat	red_headed_woodpecker,bald_eagle,black_skimmer,greylag_goose,black_swan	1	FALSE	blue_gray_gnatcatcher,lewins_honeyeater,rose_breasted_grosbeak,black_redstart,green_pheasant,eurasian_golden_oriole,bluethroat,red_headed_woodpecker,bald_eagle,black_skimmer,greylag_goose,black_swan	12
110	49	22	11	7	9	11	1	0	Pent	2_4	common_nightingale,azure_tit,pileated_woodpecker,hawfinch,kakapo	australian_owlet_nightjar,chestnut_collared_longspur,eastern_imperial_eagle	red_winged_blackbird,little_penguin,red_crowned_crane,pukeko	2	FALSE	common_nightingale,azure_tit,pileated_woodpecker,hawfinch,kakapo,australian_owlet_nightjar,chestnut_collared_longspur,eastern_imperial_eagle,red_winged_blackbird,little_penguin,red_crowned_crane,pukeko	12
100	61	16	1	10	0	0	12	0	Erk	4_4	rufous_banded_honeyeater,pesquets_parrot,american_redstart,hooded_warbler	black_drongo,greater_prairie_chicken,scissor_tailed_flycatcher,blue_winged_warbler	sarus_crane,white_bellied_sea_eagle,trumpeter_swan	3	FALSE	rufous_banded_honeyeater,pesquets_parrot,american_redstart,hooded_warbler,black_drongo,greater_prairie_chicken,scissor_tailed_flycatcher,blue_winged_warbler,sarus_crane,white_bellied_sea_eagle,trumpeter_swan	11
133	53	42	15	14	2	6	1	1	Sain	1_4	coppersmith_barbet,indigo_bunting,philippine_eagle,bells_vireo,spotted_owl	scaly_breasted_munia,theklas_lark,large_billed_crow,spragues_pipit	mandarin_duck,white_wagtail,spoon_billed_sandpiper,european_turtle_dove	4	TRUE	coppersmith_barbet,indigo_bunting,philippine_eagle,bells_vireo,spotted_owl,scaly_breasted_munia,theklas_lark,large_billed_crow,spragues_pipit,mandarin_duck,white_wagtail,spoon_billed_sandpiper,european_turtle_dove	13
139	51	25	16	15	24	2	6	1	Sain	1_5	white_browed_tit_warbler,american_robin,tufted_titmouse,lewins_honeyeater,australian_raven	little_bustard,black_redstart,chestnut_collared_longspur,red_backed_fairywren,australian_magpie	red_avadavat,common_yellowthroat,red_crowned_crane,australian_reed_warbler,crested_ibis	1	TRUE	white_browed_tit_warbler,american_robin,tufted_titmouse,lewins_honeyeater,australian_raven,little_bustard,black_redstart,chestnut_collared_longspur,red_backed_fairywren,australian_magpie,red_avadavat,common_yellowthroat,red_crowned_crane,australian_reed_warbler,crested_ibis	15
122	65	26	7	0	7	11	6	0	Athos	2_5	chipping_sparrow,eastern_kingbird,great_tit,kea,blyths_hornbill	common_cuckoo,bells_vireo,killdeer,horned_lark,great_indian_bustard	white_throated_dipper,greylag_goose,common_moorhen,whooping_crane,little_grebe	2	FALSE	chipping_sparrow,eastern_kingbird,great_tit,kea,blyths_hornbill,common_cuckoo,bells_vireo,killdeer,horned_lark,great_indian_bustard,white_throated_dipper,greylag_goose,common_moorhen,whooping_crane,little_grebe	15
110	66	10	3	6	1	20	4	0	Erk	4_5	ruby_throated_hummingbird,american_redstart,baltimore_oriole,common_raven,great_spotted_woodpecker	house_sparrow,black_drongo,american_woodcock	black_skimmer,bald_eagle,red_tailed_hawk	3	FALSE	ruby_throated_hummingbird,american_redstart,baltimore_oriole,common_raven,great_spotted_woodpecker,house_sparrow,black_drongo,american_woodcock,black_skimmer,bald_eagle,red_tailed_hawk	11
105	52	13	14	20	0	5	1	0	Pent	5_5	himalayan_monal,philippine_eagle,rainbow_lorikeet,forest_owlet,cerulean_warbler	european_bee_eater,black_billed_magpie,asian_koel,blue_winged_warbler	bearded_reedling,ring_billed_gull,red_wattled_lapwing,eurasian_coot	4	FALSE	himalayan_monal,philippine_eagle,rainbow_lorikeet,forest_owlet,cerulean_warbler,european_bee_eater,black_billed_magpie,asian_koel,blue_winged_warbler,bearded_reedling,ring_billed_gull,red_wattled_lapwing,eurasian_coot	13
119	57	35	5	11	0	8	3	0	Kent	3_5	cedar_waxwing,southern_cassowary,great_hornbill,ruby_crowned_kinglet,kakapo	baya_weaver,grey_headed_mannikin,golden_pheasant,common_tailorbird	bluethroat,wrybill,bushtit,common_nightingale,white_bellied_sea_eagle	5	FALSE	cedar_waxwing,southern_cassowary,great_hornbill,ruby_crowned_kinglet,kakapo,baya_weaver,grey_headed_mannikin,golden_pheasant,common_tailorbird,bluethroat,wrybill,bushtit,common_nightingale,white_bellied_sea_eagle	14
